customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,avg_order_value,discount_applied_flag,promo_code_used_flag,subscription_flag,frequency_score,satisfaction_flag,satisfaction_level,promo_dependency_score,promo_dependency_level,value_score,value_tier,loyalty_def_1,loyalty_def_2,customer_segment,age_group,spend_level,retention_score,retention_level,ml_cluster,ml_customer_segment
11,53,Male,Shoes,Footwear,34,Arkansas,L,Purple,Fall,4.1,Yes,Store Pickup,Yes,Yes,26,Bank Transfer,Bi-Weekly,1.3076923076923077,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.349474358974359,Mid Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.3364102564102564,Low Retention,0,Stable Mid-Value Customers
12,30,Male,Shorts,Clothing,68,Hawaii,S,Olive,Winter,4.9,Yes,Store Pickup,Yes,Yes,10,Bank Transfer,Fortnightly,6.8,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.536801282051282,Premium Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.4318205128205128,Medium Retention,0,Stable Mid-Value Customers
13,61,Male,Coat,Outerwear,72,Delaware,M,Gold,Winter,4.5,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,1.945945945945946,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.6866217948717948,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.7575128205128205,High Retention,3,One-Time Bargain Hunters
14,65,Male,Dress,Clothing,51,New Hampshire,M,Violet,Spring,4.7,Yes,Express,Yes,Yes,31,PayPal,Weekly,1.6451612903225807,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.6088974358974358,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.7416410256410257,High Retention,3,One-Time Bargain Hunters
15,64,Male,Coat,Outerwear,53,New York,L,Teal,Winter,4.7,Yes,Free Shipping,Yes,Yes,34,Debit Card,Weekly,1.5588235294117647,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.6326794871794871,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.7802564102564102,High Retention,3,One-Time Bargain Hunters
16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,10.125,1,1,1,5,0,Low Satisfaction,1.0,High Promo Dependency,0.4463205128205128,High Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.3546666666666667,Low Retention,2,Promo-Dependent Regulars
17,25,Male,Sunglasses,Accessories,36,Alabama,S,Gray,Spring,4.1,Yes,Next Day Air,Yes,Yes,44,Debit Card,Bi-Weekly,0.8181818181818182,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.4457628205128205,High Value,0,0,Promo-Dependent Regulars,25-34,Low Spend,0.5494102564102563,Medium Retention,2,Promo-Dependent Regulars
18,53,Male,Dress,Clothing,38,Mississippi,XL,Lavender,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly,1.0555555555555556,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.4884102564102564,High Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.6027179487179487,Medium Retention,3,One-Time Bargain Hunters
19,52,Male,Sweater,Clothing,48,Montana,S,Black,Summer,4.6,Yes,Free Shipping,Yes,Yes,17,Cash,Weekly,2.823529411764706,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.5266410256410256,Premium Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.5697948717948718,Medium Retention,3,One-Time Bargain Hunters
20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Standard,Yes,Yes,46,Debit Card,Bi-Weekly,1.9565217391304348,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.5509679487179486,Premium Value,0,0,Promo-Dependent Regulars,55+,High Spend,0.5737179487179487,Medium Retention,2,Promo-Dependent Regulars
21,21,Male,Pants,Clothing,51,Louisiana,M,Black,Winter,2.8,Yes,Express,Yes,Yes,50,Cash,Every 3 Months,1.02,1,1,1,4,0,Low Satisfaction,1.0,High Promo Dependency,0.5032307692307691,High Value,0,0,Promo-Dependent Regulars,18-24,Medium Spend,0.7677948717948718,High Retention,2,Promo-Dependent Regulars
22,31,Male,Pants,Clothing,62,North Carolina,M,Charcoal,Winter,4.1,Yes,Store Pickup,Yes,Yes,22,Debit Card,Quarterly,2.8181818181818183,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5023461538461538,High Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.4336410256410257,Medium Retention,2,Promo-Dependent Regulars
23,56,Male,Pants,Clothing,37,California,M,Peach,Summer,3.2,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,1.15625,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3211794871794871,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.4684102564102564,Medium Retention,2,Promo-Dependent Regulars
24,31,Male,Pants,Clothing,88,Oklahoma,XL,White,Winter,4.4,Yes,Express,Yes,Yes,40,Credit Card,Weekly,2.2,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.7863397435897435,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.8484871794871796,High Retention,3,One-Time Bargain Hunters
25,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Store Pickup,Yes,Yes,16,Debit Card,Weekly,1.375,1,1,1,7,0,Low Satisfaction,1.0,High Promo Dependency,0.323326923076923,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.5592564102564103,Medium Retention,2,Promo-Dependent Regulars
26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,Express,Yes,Yes,14,PayPal,Annually,1.7857142857142858,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.1820705128205128,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.2486410256410256,Low Retention,2,Promo-Dependent Regulars
27,38,Male,Jewelry,Accessories,20,Nevada,M,Red,Spring,3.6,Yes,Next Day Air,Yes,Yes,13,Credit Card,Annually,1.5384615384615383,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.1576025641025641,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.2362564102564102,Low Retention,2,Promo-Dependent Regulars
28,56,Male,Shorts,Clothing,56,Kentucky,L,Cyan,Summer,5.0,Yes,Next Day Air,Yes,Yes,7,Bank Transfer,Every 3 Months,8.0,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.4081153846153846,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.2573333333333333,Low Retention,0,Stable Mid-Value Customers
29,54,Male,Handbag,Accessories,94,North Carolina,M,Gray,Fall,4.4,Yes,Free Shipping,Yes,Yes,41,PayPal,Every 3 Months,2.292682926829268,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.7147115384615383,Premium Value,1,0,Promo-Dependent Regulars,45-54,High Spend,0.6614102564102564,High Retention,3,One-Time Bargain Hunters
30,31,Male,Dress,Clothing,48,Wyoming,S,Black,Fall,4.1,Yes,Store Pickup,Yes,Yes,14,Credit Card,Weekly,3.4285714285714284,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.5123782051282051,High Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.5355641025641026,Medium Retention,2,Promo-Dependent Regulars
31,57,Male,Jewelry,Accessories,31,North Carolina,L,Black,Winter,4.7,Yes,Standard,Yes,Yes,16,Credit Card,Monthly,1.9375,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.4026858974358974,Mid Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.4476666666666666,Medium Retention,0,Stable Mid-Value Customers
32,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,Yes,Yes,45,Venmo,Monthly,1.7555555555555555,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.7219743589743589,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.794051282051282,High Retention,3,One-Time Bargain Hunters
33,36,Male,Jacket,Outerwear,67,Kansas,M,Silver,Summer,4.9,Yes,Free Shipping,Yes,Yes,37,Venmo,Annually,1.8108108108108107,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.5525320512820512,Premium Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.526025641025641,Medium Retention,3,One-Time Bargain Hunters
34,54,Male,Pants,Clothing,38,Colorado,L,Green,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,0.8444444444444444,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4318076923076923,High Value,0,0,Promo-Dependent Regulars,45-54,Low Spend,0.7068717948717949,High Retention,2,Promo-Dependent Regulars
35,36,Male,T-shirt,Clothing,91,North Dakota,L,Violet,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Quarterly,2.3947368421052637,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.6889679487179486,Premium Value,1,0,Promo-Dependent Regulars,35-44,High Spend,0.6255641025641026,High Retention,3,One-Time Bargain Hunters
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,0.6875,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.4558141025641025,High Value,0,0,Promo-Dependent Regulars,45-54,Low Spend,0.6004871794871794,Medium Retention,2,Promo-Dependent Regulars
37,35,Male,T-shirt,Clothing,69,Illinois,M,Maroon,Winter,4.6,Yes,Free Shipping,Yes,Yes,44,PayPal,Fortnightly,1.568181818181818,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.7097371794871794,Premium Value,1,0,Promo-Dependent Regulars,35-44,Medium Spend,0.8382820512820512,High Retention,3,One-Time Bargain Hunters
38,35,Male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,PayPal,Weekly,4.5,1,1,1,7,0,Low Satisfaction,1.0,High Promo Dependency,0.3820576923076923,Mid Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.4872564102564103,Medium Retention,2,Promo-Dependent Regulars
39,29,Male,Dress,Clothing,37,Florida,M,Red,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,0.8409090909090909,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4229166666666666,High Value,0,0,Promo-Dependent Regulars,25-34,Low Spend,0.6949487179487179,High Retention,2,Promo-Dependent Regulars
40,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,Yes,Yes,18,Credit Card,Monthly,3.333333333333333,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.5184166666666665,High Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.4698205128205128,Medium Retention,3,One-Time Bargain Hunters
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,Yes,Yes,31,Debit Card,Quarterly,2.4516129032258065,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5992435897435897,Premium Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.5428717948717949,Medium Retention,3,One-Time Bargain Hunters
42,67,Male,Scarf,Accessories,39,Alaska,M,Orange,Spring,4.5,Yes,Standard,Yes,Yes,40,Venmo,Annually,0.975,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.4674935897435897,High Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.5615641025641025,Medium Retention,3,One-Time Bargain Hunters
43,20,Male,Coat,Outerwear,100,Tennessee,M,Beige,Spring,4.1,Yes,Free Shipping,Yes,Yes,15,PayPal,Annually,6.666666666666667,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.5646666666666665,Premium Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.2613333333333333,Low Retention,0,Stable Mid-Value Customers
44,25,Male,Scarf,Accessories,69,Ohio,L,Lavender,Fall,3.7,Yes,Store Pickup,Yes,Yes,19,PayPal,Fortnightly,3.631578947368421,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.4848012820512821,High Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.5384358974358975,Medium Retention,2,Promo-Dependent Regulars
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,1.1777777777777778,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.6849230769230769,Premium Value,0,0,Promo-Dependent Regulars,35-44,Medium Spend,0.9056410256410256,High Retention,3,One-Time Bargain Hunters
46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,Yes,Yes,25,PayPal,Annually,0.84,1,1,1,2,0,Low Satisfaction,1.0,High Promo Dependency,0.2220128205128205,Low Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.3817948717948717,Low Retention,2,Promo-Dependent Regulars
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,0.9555555555555556,1,1,1,4,0,Low Satisfaction,1.0,High Promo Dependency,0.4496538461538462,High Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.7068717948717949,High Retention,2,Promo-Dependent Regulars
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,1.5,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.6448717948717948,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.8014871794871794,High Retention,3,One-Time Bargain Hunters
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly,1.4473684210526316,1,1,1,5,0,Low Satisfaction,1.0,High Promo Dependency,0.5015576923076922,High Value,0,0,Promo-Dependent Regulars,35-44,Medium Spend,0.7127435897435896,High Retention,2,Promo-Dependent Regulars
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly,0.8823529411764706,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.3745641025641026,Mid Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.4359487179487179,Medium Retention,0,Stable Mid-Value Customers
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.8,Yes,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,0.717948717948718,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.2896538461538462,Low Value,0,0,Promo-Dependent Regulars,45-54,Low Spend,0.4916410256410256,Medium Retention,2,Promo-Dependent Regulars
52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,8.428571428571429,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.4188846153846153,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.2573333333333333,Low Retention,0,Stable Mid-Value Customers
53,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,Yes,26,Credit Card,Weekly,0.7692307692307693,1,1,1,7,0,Low Satisfaction,1.0,High Promo Dependency,0.3667051282051282,Mid Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.6807179487179487,High Retention,2,Promo-Dependent Regulars
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35,Credit Card,Weekly,0.6857142857142857,1,1,1,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.4279615384615384,High Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.7911794871794872,High Retention,2,Promo-Dependent Regulars
55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,Yes,35,Debit Card,Bi-Weekly,2.685714285714285,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.6131923076923076,Premium Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.4468717948717948,Medium Retention,3,One-Time Bargain Hunters
56,40,Male,Jacket,Outerwear,28,South Carolina,M,Lavender,Winter,3.0,Yes,2-Day Shipping,Yes,Yes,49,Credit Card,Annually,0.5714285714285714,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3684423076923076,Mid Value,0,0,Promo-Dependent Regulars,35-44,Low Spend,0.6692564102564103,High Retention,2,Promo-Dependent Regulars
57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,Yes,Yes,46,Credit Card,Weekly,1.5869565217391304,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.7618525641025641,Premium Value,1,0,Promo-Dependent Regulars,35-44,Medium Spend,0.9180256410256412,High Retention,3,One-Time Bargain Hunters
58,21,Male,Coat,Outerwear,64,West Virginia,M,White,Summer,4.4,Yes,Store Pickup,Yes,Yes,17,Debit Card,Fortnightly,3.764705882352941,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.5559615384615384,Premium Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.5143589743589744,Medium Retention,3,One-Time Bargain Hunters
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,Yes,29,Venmo,Monthly,1.862068965517241,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.5535641025641025,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.6046666666666667,Medium Retention,3,One-Time Bargain Hunters
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,19.75,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.5743076923076922,Premium Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.4173333333333333,Medium Retention,3,One-Time Bargain Hunters
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17,Cash,Weekly,2.176470588235294,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.4873333333333333,High Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.5697948717948718,Medium Retention,2,Promo-Dependent Regulars
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months,3.238095238095238,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5204551282051282,Premium Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.4212564102564102,Medium Retention,3,One-Time Bargain Hunters
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,Yes,31,Credit Card,Fortnightly,0.6774193548387096,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.3681410256410256,Mid Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.6862051282051282,High Retention,2,Promo-Dependent Regulars
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Weekly,1.837209302325581,1,1,1,7,0,Low Satisfaction,1.0,High Promo Dependency,0.6684423076923076,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.8832564102564102,High Retention,2,Promo-Dependent Regulars
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,4.611111111111111,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.6303782051282051,Premium Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.525974358974359,Medium Retention,3,One-Time Bargain Hunters
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Venmo,Every 3 Months,0.8181818181818182,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5185320512820513,High Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.6949487179487179,High Retention,3,One-Time Bargain Hunters
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,3,Venmo,Every 3 Months,31.33333333333333,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5243589743589743,Premium Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.2045641025641025,Low Retention,0,Stable Mid-Value Customers
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Monthly,0.673469387755102,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.5769166666666666,Premium Value,0,0,Promo-Dependent Regulars,45-54,Low Spend,0.8445897435897436,High Retention,3,One-Time Bargain Hunters
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,Yes,21,Cash,Every 3 Months,2.1904761904761907,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.3417628205128205,Mid Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.4212564102564102,Medium Retention,2,Promo-Dependent Regulars
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,Yes,5,Cash,Weekly,14.0,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.5476666666666666,Premium Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.431025641025641,Medium Retention,3,One-Time Bargain Hunters
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,Yes,32,Debit Card,Every 3 Months,0.90625,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.432948717948718,High Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.5565641025641026,Medium Retention,2,Promo-Dependent Regulars
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Annually,1.411764705882353,1,1,1,2,0,Low Satisfaction,1.0,High Promo Dependency,0.3708717948717948,Mid Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.4933333333333333,Medium Retention,2,Promo-Dependent Regulars
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Every 3 Months,1.238095238095238,1,1,1,4,0,Low Satisfaction,1.0,High Promo Dependency,0.2654551282051282,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.4212564102564102,Medium Retention,2,Promo-Dependent Regulars
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly,1.976744186046512,1,1,1,1,0,Low Satisfaction,1.0,High Promo Dependency,0.5190192307692307,High Value,0,0,Promo-Dependent Regulars,45-54,High Spend,0.5389487179487179,Medium Retention,2,Promo-Dependent Regulars
